Date,Sales,Profit,TotalQuantity,NumOrders,NumCustomers,NumProducts,AvgOrderValue,Year,Month,DayOfWeek,DayOfMonth,WeekOfYear,Quarter,IsWeekend,DayName,MonthName,DayOfYear,Sales_Lag1,Sales_Lag7,Sales_Lag14,Sales_Lag30,Sales_RollingMean7,Sales_RollingStd7,Sales_RollingMin7,Sales_RollingMax7,Sales_RollingMean14,Sales_RollingStd14,Sales_RollingMin14,Sales_RollingMax14,Sales_RollingMean30,Sales_RollingStd30,Sales_RollingMin30,Sales_RollingMax30,Sales_ExpandingMean,Sales_PctChange,Trend,Sin_DayOfYear,Cos_DayOfYear,Sin_DayOfWeek,Cos_DayOfWeek
2015-12-06,6061.502,931.106,110,12,12,24,252.56258333333335,2015,12,6,6,49,4,1,Sunday,December,340,897.322,2760.168,614.499,11.481,3292.324857142857,2784.922806052515,0.0,7130.594,2639.0615357142856,2170.8378087082738,0.0,7130.594,2831.286083333333,2532.6049073281615,0.0,12196.997,1281.8042146514936,5.7551024047109065,702,-0.42083100859565564,0.9071390534005044,-0.7818314824680299,0.6234898018587334
2015-12-07,1338.298,382.4588,29,5,5,9,148.69977777777777,2015,12,0,7,50,4,0,Monday,December,341,6061.502,1798.3970000000002,3450.1879999999996,3073.073,3226.5964285714285,2831.104882840483,0.0,7130.594,2488.21225,2183.477480976294,0.0,7130.594,2773.4602500000005,2546.6596009887776,0.0,12196.997,1281.8844615056819,-0.7792134688728966,703,-0.4051645224207563,0.9142437912130223,0.0,1.0
2015-12-08,2672.728,342.77450000000005,31,4,4,6,445.4546666666667,2015,12,1,8,50,4,0,Tuesday,December,342,1338.298,7130.594,1218.7640000000001,12196.997,2589.758428571429,2247.871729607042,0.0,6061.502,2592.0668214285715,2152.815816616693,0.0,7130.594,2455.9846166666666,1821.9178730754259,0.0,7130.594,1283.857289219858,0.9971097618019304,704,-0.3893781415452015,0.9210779895789526,0.7818314824680298,0.6234898018587336
2015-12-09,34.02,16.6698,3,1,1,1,34.02,2015,12,2,9,50,4,0,Wednesday,December,343,2672.728,0.0,13.12,4620.2919999999995,2594.618428571429,2241.3667235386883,34.02,6061.502,2593.559678571429,2150.896286447993,0.0,7130.594,2303.1088833333333,1826.459867785378,0.0,7130.594,1282.0869814447592,-0.9872714320349845,705,-0.37347653741307074,0.9276396261490467,0.9749279121818236,-0.22252093395631434
2015-12-10,3080.38,761.9428,70,8,8,20,154.019,2015,12,3,10,50,4,0,Thursday,December,344,34.02,1972.645,1484.0819999999999,3536.904,2752.866285714286,2229.2063387640546,34.02,6061.502,2707.580964285714,2129.7644183822017,0.0,7130.594,2287.891416666667,1817.7066516338853,0.0,7130.594,1284.6305359264497,89.5461493239271,706,-0.3574644155648614,0.9339267592294762,0.43388373911755823,-0.900968867902419
2015-12-11,1590.894,-70.1326,71,7,7,18,88.383,2015,12,4,11,50,4,0,Friday,December,345,3080.38,5185.814,3109.7835,542.178,2239.306285714286,1974.8798825006647,34.02,6061.502,2599.0888571428573,2146.322249544876,0.0,7130.594,2322.848616666667,1792.8911015758188,0.0,7130.594,1285.063111440678,-0.48353969315474066,707,-0.34134651424503615,0.9399375283564133,-0.433883739117558,-0.9009688679024191
2015-12-12,1448.854,390.1145,47,8,8,14,103.48957142857144,2015,12,5,12,50,4,1,Saturday,December,346,1590.894,897.322,1864.482,1127.992,2318.096571428571,1922.7298705599687,34.02,6061.502,2569.401142857143,2160.095146271605,0.0,7130.594,2333.5440166666667,1786.4629769204635,0.0,7130.594,1285.2941282087447,-0.08928313262857235,708,-0.3251276029999093,0.9456701548465688,-0.9749279121818236,-0.2225209339563146
2015-12-13,1023.386,175.9253,27,4,4,9,113.70955555555555,2015,12,6,13,50,4,1,Sunday,December,347,1448.854,6061.502,2760.168,3591.0771999999997,1598.3657142857141,1018.0409818950496,34.02,3080.38,2445.345285714285,2197.8390852551765,0.0,7130.594,2247.9543100000005,1785.645883863017,0.0,7130.594,1284.9252435211267,-0.29365829821362266,709,-0.30881248126625377,0.9511229423235357,-0.7818314824680299,0.6234898018587334
2015-12-14,858.304,132.4591,28,8,8,12,71.52533333333334,2015,12,0,14,51,4,0,Monday,December,348,1023.386,1338.298,1798.3970000000002,2512.71,1529.7951428571428,1054.0072190599114,34.02,3080.38,2378.1957857142856,2233.2020399150315,0.0,7130.594,2192.807443333333,1802.6532414247188,0.0,7130.594,1284.3252136427566,-0.1613096133814611,710,-0.29240597695107734,0.9562942772197719,0.0,1.0
2015-12-15,5494.796,-1524.4945,37,4,4,9,610.5328888888889,2015,12,1,15,51,4,0,Tuesday,December,349,858.304,2672.728,7130.594,702.17,1932.9477142857143,1823.1291605937226,34.02,5494.796,2261.353071428571,1995.577120963047,0.0,6061.502,2352.5616433333334,1876.8341728974442,0.0,7130.594,1290.238796207865,5.401922861829842,711,-0.27591294500296043,0.9611826292540837,0.7818314824680298,0.6234898018587336
2015-12-16,4.98,2.3406,1,1,1,1,4.98,2015,12,2,16,51,4,0,Wednesday,December,350,5494.796,34.02,0.0,4072.334,1928.7991428571427,1828.1963874255257,4.98,5494.796,2261.7087857142856,1995.1434216153784,4.98,6061.502,2216.9831766666666,1895.1368421046002,0.0,7130.594,1288.4361892005609,-0.9990936879185324,712,-0.2593382659754056,0.9657865518844574,0.9749279121818236,-0.22252093395631434
2015-12-17,1918.492,327.5589,43,3,3,12,159.87433333333334,2015,12,3,17,51,4,0,Thursday,December,351,4.98,3080.38,1972.645,3885.986,1762.815142857143,1757.5989841655412,4.98,5494.796,2257.8407142857145,1995.7993380079583,4.98,6061.502,2151.4000433333335,1869.2544890085733,0.0,7130.594,1289.3186203081234,384.23935742971884,713,-0.2426868445825954,0.9701046827361175,0.43388373911755823,-0.900968867902419
2015-12-18,935.288,-84.30699999999999,37,5,5,7,133.61257142857144,2015,12,4,18,51,4,0,Friday,December,352,1918.492,1590.894,5185.814,0.0,1669.1571428571428,1785.5329120878941,4.98,5494.796,1954.231714285714,1832.7661972796764,4.98,6061.502,2182.57631,1839.7011148091417,0.0,7130.594,1288.8234725874127,-0.5124879332308918,714,-0.22596360824801906,0.974135744004672,-0.433883739117558,-0.9009688679024191
2015-12-19,6120.656,1201.565,52,7,7,14,437.1897142857143,2015,12,5,19,51,4,1,Saturday,December,353,935.288,1448.854,897.322,1040.784,2336.5574285714283,2441.9293359856983,4.98,6120.656,2327.327,2111.5187212764145,4.98,6120.656,2351.905376666667,1960.780259401846,0.0,7130.594,1295.571842039106,5.54414041450334,715,-0.20917350564635637,0.9778785428342386,-0.9749279121818236,-0.2225209339563146
2015-12-20,1107.464,66.4668,28,8,8,11,100.67854545454544,2015,12,6,20,51,4,1,Sunday,December,354,6120.656,1023.386,6061.502,2861.15,2348.5685714285714,2434.589454581522,4.98,6120.656,1973.467142857143,1834.532316487773,4.98,6120.656,2293.4491766666665,1971.188228893776,0.0,7130.594,1295.3094880055787,-0.8190612248098896,716,-0.19232150523909483,0.9813319716704275,-0.7818314824680299,0.6234898018587334
2015-12-21,3257.7599999999998,679.7548,49,6,6,10,296.15999999999997,2015,12,0,21,52,4,0,Monday,December,355,1107.464,858.304,1338.298,3613.5748,2691.3480000000004,2357.49200346921,4.98,6120.656,2110.571571428571,1855.0226253086228,4.98,6120.656,2281.5886833333334,1964.028684579711,0.0,7130.594,1298.042705988858,1.941639637947599,717,-0.17541259380427843,0.9844950085880858,0.0,1.0
2015-12-22,473.313,6.6432,13,2,2,3,157.771,2015,12,1,22,52,4,0,Tuesday,December,356,3257.7599999999998,5494.796,2672.728,614.499,1973.9932857142855,2113.637675836496,4.98,6120.656,1953.4705,1896.423385700358,4.98,6120.656,2276.8824833333338,1968.3255620363911,0.0,7130.594,1296.895654937413,-0.8547121334904966,718,-0.15845177496083632,0.9873667175937016,0.7818314824680298,0.6234898018587336
2015-12-23,194.32,56.3528,4,1,1,1,194.32,2015,12,2,23,52,4,0,Wednesday,December,357,473.313,4.98,34.02,3450.1879999999996,2001.041857142857,2085.2612808448594,194.32,6120.656,1964.9205,1884.3886251249871,4.98,6120.656,2168.3535500000003,1991.0309650274264,0.0,7130.594,1295.3642998611112,-0.589447152307247,719,-0.14144406768794202,0.9899462489023779,0.9749279121818236,-0.22252093395631434
2015-12-24,7484.566000000001,1414.2555999999997,80,7,7,19,393.92452631578954,2015,12,3,24,52,4,0,Thursday,December,358,194.32,1918.492,3080.38,1218.7640000000001,2796.195285714286,2936.160400305844,194.32,7484.566000000001,2279.505214285714,2385.835014793072,4.98,7484.566000000001,2377.213616666667,2205.1166478166724,0.0,7484.566000000001,1303.9484908460472,37.51670440510499,720,-0.12439450483979998,0.9922328391893008,0.43388373911755823,-0.900968867902419
2015-12-25,4204.968,906.1599,47,8,8,16,262.8105,2015,12,4,25,52,4,0,Friday,December,359,7484.566000000001,935.288,1590.894,13.12,3263.2924285714284,2849.5799054825416,194.32,7484.566000000001,2466.2247857142856,2429.6855777799183,4.98,7484.566000000001,2516.9418833333334,2182.8459064363255,0.0,7484.566000000001,1307.9665234072022,-0.4381814523380515,721,-0.10730813165636247,0.9942258118156161,-0.433883739117558,-0.9009688679024191
2015-12-26,561.486,4.522199999999998,15,4,4,4,140.3715,2015,12,5,26,52,4,1,Saturday,December,360,4204.968,6120.656,1448.854,1484.0819999999999,2469.125285714286,2690.754388300954,194.32,7484.566000000001,2402.841357142857,2469.5153400129007,4.98,7484.566000000001,2486.1886833333333,2204.2928859143462,0.0,7484.566000000001,1306.9340468879668,-0.8664708031071817,722,-0.09019000427034513,0.9959245770286599,-0.9749279121818236,-0.2225209339563146
2015-12-27,5148.4472,82.69459999999998,95,10,10,22,234.02032727272726,2015,12,6,27,52,4,1,Sunday,December,361,561.486,1107.464,1023.386,3109.7835,3046.4086,2781.8700951474693,194.32,7484.566000000001,2697.488585714286,2537.421384928181,4.98,7484.566000000001,2554.14414,2255.0213568172294,0.0,7484.566000000001,1312.2400042817678,8.169324257416925,723,-0.07304518821104743,0.9973286321364752,-0.7818314824680299,0.6234898018587334
2015-12-28,79.2,2.9105999999999996,4,2,2,2,39.6,2015,12,0,28,53,4,0,Monday,December,362,5148.4472,3257.7599999999998,858.304,1864.482,2592.3286,2993.023674438241,79.2,7484.566000000001,2641.8382999999994,2588.8826297567743,4.98,7484.566000000001,2494.63474,2297.0144929171606,0.0,7484.566000000001,1310.539259448276,-0.9846167209406362,724,-0.05587875690537313,0.9984375616565666,0.0,1.0
2015-12-29,6.36,0.0636,2,1,1,1,6.36,2015,12,1,29,53,4,0,Tuesday,December,363,79.2,473.313,5494.796,2760.168,2525.6210285714287,3052.7310581681895,6.36,7484.566000000001,2249.8071571428572,2538.6976205668907,4.98,7484.566000000001,2402.8411399999995,2340.646927660282,0.0,7484.566000000001,1308.7428692837466,-0.9196969696969697,725,-0.03869579017652689,0.9992510374388481,0.7818314824680298,0.6234898018587336
2015-12-30,3251.34,490.6038,18,1,1,5,650.268,2015,12,2,30,53,4,0,Wednesday,December,364,6.36,194.32,4.98,1798.3970000000002,2962.3381714285715,2877.257142391113,6.36,7484.566000000001,2481.6900142857144,2465.0769491889796,6.36,7484.566000000001,2451.2725733333336,2342.739647653924,0.0,7484.566000000001,1311.4149423658873,510.2169811320755,726,-0.021501372740813793,0.999768818762748,0.9749279121818236,-0.22252093395631434
2015-12-31,1381.344,438.4882,49,5,5,11,125.57672727272728,2015,12,3,31,53,4,0,Thursday,December,365,3251.34,7484.566000000001,1918.492,7130.594,2090.449314285714,2097.590632239767,6.36,5148.4472,2443.3223,2478.6599505713525,6.36,7484.566000000001,2259.6309066666668,2175.9765538947404,0.0,7484.566000000001,1311.5109987637363,-0.5751462473933824,727,-0.004300592702981974,0.9999907524084426,0.43388373911755823,-0.900968867902419
2016-01-01,0.0,0.0,0,0,0,0,0.0,2016,1,4,1,53,1,0,Friday,January,1,1381.344,4204.968,935.288,0.0,1489.7396,1990.4833039684233,0.0,5148.4472,2376.516014285714,2534.4092051920807,0.0,7484.566000000001,2259.6309066666668,2175.9765538947404,0.0,7484.566000000001,1309.7119438957477,-1.0,728,0.017201575418260506,0.9998520419557735,-0.433883739117558,-0.9009688679024191
2016-01-02,405.91999999999996,105.541,5,1,1,2,202.95999999999998,2016,1,5,2,53,1,1,Saturday,January,2,0.0,561.486,6120.656,1972.645,1467.5158857142856,2003.4010925322689,0.0,5148.4472,1968.3205857142857,2337.5517363244066,0.0,7484.566000000001,2207.40674,2201.7501442797266,0.0,7484.566000000001,1308.473872739726,0.0,729,0.03439806061360801,0.9994082116062598,-0.9749279121818236,-0.2225209339563146
2016-01-03,2095.83,386.48600000000005,21,3,3,6,349.305,2016,1,6,3,53,1,1,Sunday,January,3,405.91999999999996,5148.4472,1107.464,5185.814,1031.4277142857143,1264.6480840045979,0.0,3251.34,2038.918157142857,2324.4409403982495,0.0,7484.566000000001,2104.4072733333333,2128.6767793365966,0.0,7484.566000000001,1309.5509673050617,4.163160228616476,730,0.051584366869408364,0.9986686402879997,-0.7818314824680299,0.6234898018587334
2016-01-04,1069.22,40.402,11,2,2,3,356.4066666666667,2016,1,0,4,1,1,0,Monday,January,4,2095.83,79.2,3257.7599999999998,897.322,1172.859142857143,1193.7810625871643,0.0,3251.34,1882.5938714285712,2309.711121397639,0.0,7484.566000000001,2110.1372066666668,2125.5445790262697,0.0,7484.566000000001,1309.2226463114755,-0.48983457627765603,731,0.06875540848113941,0.9976335468520451,0.0,1.0
2016-01-05,255.904,46.4568,10,1,1,3,85.30133333333333,2016,1,1,5,1,1,0,Tuesday,January,5,1069.22,6.36,473.313,6061.502,1208.5082857142856,1156.2777785038656,0.0,3251.34,1867.064657142857,2320.6203117715745,0.0,7484.566000000001,1916.6172733333333,2014.7871546882116,0.0,7484.566000000001,1307.7856495225103,-0.7606629131516432,732,0.08590610426133272,0.9963032375991965,0.7818314824680298,0.6234898018587336
2016-01-06,0.0,0.0,0,0,0,0,0.0,2016,1,2,6,1,1,0,Wednesday,January,6,255.904,3251.34,194.32,1338.298,744.0311428571429,795.720591294711,0.0,2095.83,1853.184657142857,2331.9483566098575,0.0,7484.566000000001,1872.00734,2042.6564709252639,0.0,7484.566000000001,1306.0039252043596,-1.0,733,0.10303137904317879,0.9946781061893646,0.9749279121818236,-0.22252093395631434
2016-01-07,83.576,8.1391,9,2,2,3,27.858666666666664,2016,1,3,7,1,1,0,Thursday,January,7,0.0,1381.344,7484.566000000001,2672.728,558.6357142857142,773.3542331690562,0.0,2095.83,1324.542514285714,1714.2023161838624,0.0,5148.4472,1785.7022733333333,2062.261851954238,0.0,7484.566000000001,1304.3407579591837,0.0,734,0.1201261651823505,0.9927586335250793,0.43388373911755823,-0.900968867902419
2016-01-08,1859.1580000000001,449.1403,25,2,2,5,371.83160000000004,2016,1,4,8,1,1,0,Friday,January,8,83.576,0.0,4204.968,34.02,824.2297142857143,863.5164314471187,0.0,2095.83,1156.984657142857,1513.9420879199495,0.0,5148.4472,1846.5402066666668,2035.552638405327,0.0,7484.566000000001,1305.0945857336958,21.245118215755724,735,0.13718540405660057,0.9905453876091833,-0.433883739117558,-0.9009688679024191
2016-01-09,743.0459999999999,264.498,16,2,2,3,247.682,2016,1,5,9,1,1,1,Saturday,January,9,1859.1580000000001,405.91999999999996,561.486,3080.38,872.3905714285714,845.511212773007,0.0,2095.83,1169.9532285714283,1509.2188601002563,0.0,5148.4472,1768.6290733333333,2031.4254911392782,0.0,7484.566000000001,1304.3319689280868,-0.6003319782396117,736,0.1542040475626894,0.988039023376751,-0.9749279121818236,-0.2225209339563146
2016-01-10,174.75,55.365300000000005,11,2,2,3,58.25,2016,1,6,10,1,1,1,Sunday,January,10,743.0459999999999,2095.83,5148.4472,1590.894,597.9505714285715,677.2508646320654,0.0,1859.1580000000001,814.6891428571428,1000.2184214136564,0.0,3251.34,1721.4242733333333,2052.0469864662323,0.0,7484.566000000001,1302.8013700542006,-0.7648194055280562,737,0.17117705961019986,0.985240282501282,-0.7818314824680299,0.6234898018587334
2016-01-11,149.444,25.083399999999997,22,2,2,4,37.361,2016,1,0,11,2,1,0,Monday,January,11,174.75,1069.22,79.2,1448.854,466.554,659.5731270167047,0.0,1859.1580000000001,819.7065714285712,996.4141073615953,0.0,3251.34,1678.1106066666666,2071.6190022126707,0.0,7484.566000000001,1301.2406699594046,-0.14481258941344788,738,0.18809941761179758,0.9821499931752291,0.0,1.0
2016-01-12,0.0,0.0,0,0,0,0,0.0,2016,1,1,12,2,1,0,Tuesday,January,12,149.444,255.904,6.36,1023.386,429.99628571428576,679.9711031108836,0.0,1859.1580000000001,819.2522857142857,996.8148227950516,0.0,3251.34,1643.99774,2091.1062382269297,0.0,7484.566000000001,1299.4822366216217,-1.0,739,0.20496611396949532,0.9787690698649216,0.7818314824680298,0.6234898018587336
2016-01-13,0.0,0.0,0,0,0,0,0.0,2016,1,2,13,2,1,0,Wednesday,January,13,0.0,0.0,3251.34,858.304,429.99628571428576,679.9711031108836,0.0,1859.1580000000001,587.0137142857142,729.5074409443414,0.0,2095.83,1615.3876066666667,2108.0297338998084,0.0,7484.566000000001,1297.7285493927127,,740,0.22177215755648186,0.975098513039961,0.9749279121818236,-0.22252093395631434
2016-01-14,405.344,64.046,10,1,1,2,202.672,2016,1,3,14,2,1,0,Thursday,January,14,0.0,83.576,1381.344,5494.796,475.9631428571429,663.3217247990627,0.0,1859.1580000000001,517.2994285714284,693.5059493139345,0.0,2095.83,1445.7392066666666,1986.3401631649115,0.0,7484.566000000001,1296.5258747978437,0.0,741,0.23851257519407648,0.9711394088771653,0.43388373911755823,-0.900968867902419
2016-01-15,701.923,196.1224,26,4,4,8,87.740375,2016,1,4,15,2,1,0,Friday,January,15,405.344,1859.1580000000001,0.0,4.98,310.64385714285714,312.64752361949536,0.0,743.0459999999999,567.4367857142856,678.440016209619,0.0,2095.83,1468.97064,1972.9389467730255,0.0,7484.566000000001,1295.7256017496636,0.7316723573063868,742,0.2551824131233728,0.9668929289391521,-0.433883739117558,-0.9009688679024191
2016-01-16,102.21799999999999,15.996500000000001,5,1,1,2,51.108999999999995,2016,1,5,16,2,1,1,Saturday,January,16,701.923,743.0459999999999,405.91999999999996,1918.492,219.097,253.0792957294737,0.0,701.923,545.7437857142857,688.778392504641,0.0,2095.83,1408.4281733333335,1986.4900267146816,0.0,7484.566000000001,1294.1214248655915,-0.8543743402054071,743,0.2717767384711357,0.9623603298276545,-0.9749279121818236,-0.2225209339563146
2016-01-17,1040.55,176.2682,11,2,2,4,260.1375,2016,1,6,17,2,1,1,Sunday,January,17,102.21799999999999,174.75,2095.83,935.288,342.78271428571435,397.91667112034685,0.0,1040.55,470.3666428571428,549.8199487398277,0.0,1859.1580000000001,1411.9369066666666,1985.7183148446518,0.0,7484.566000000001,1293.7810605369127,9.179713944706412,744,0.2882906407095177,0.9575429528116719,-0.7818314824680299,0.6234898018587334
2016-01-18,0.0,0.0,0,0,0,0,0.0,2016,1,0,18,3,1,0,Monday,January,18,1040.55,149.444,1069.22,6120.656,321.4335714285714,413.71400999548683,0.0,1040.55,393.9937857142856,534.277782651613,0.0,1859.1580000000001,1207.9150399999999,1790.030073119714,0.0,7484.566000000001,1292.0467695710456,-1.0,745,0.3047192331091634,0.9524422234305676,0.0,1.0
2016-01-19,0.0,0.0,0,0,0,0,0.0,2016,1,1,19,3,1,0,Tuesday,January,19,0.0,0.0,255.904,1107.464,321.4335714285714,413.71400999548683,0.0,1040.55,375.71492857142846,543.6606987013123,0.0,1859.1580000000001,1170.9995733333333,1803.5416116110093,0.0,7484.566000000001,1290.3171219544845,,746,0.321057654185271,0.9470596510722283,0.7818314824680298,0.6234898018587336
2016-01-20,0.0,0.0,0,0,0,0,0.0,2016,1,2,20,3,1,0,Wednesday,January,20,0.0,0.0,0.0,3257.7599999999998,321.4335714285714,413.71400999548683,0.0,1040.55,375.71492857142846,543.6606987013123,0.0,1859.1580000000001,1062.4075733333332,1771.3526124180328,0.0,7484.566000000001,1288.5920990641712,,747,0.3373010691361842,0.9413968285264122,0.9749279121818236,-0.22252093395631434
2016-01-21,1167.056,70.25280000000001,9,1,1,2,583.528,2016,1,3,21,3,1,0,Thursday,January,21,0.0,405.344,83.576,473.313,430.24957142857147,524.7389146180662,0.0,1167.056,453.106357142857,575.0848694407213,0.0,1859.1580000000001,1085.53234,1767.9219096496324,0.0,7484.566000000001,1288.4298345794393,0.0,748,0.3534446712740877,0.9354554315134164,0.43388373911755823,-0.900968867902419
2016-01-22,917.63,23.530900000000003,48,7,7,11,83.42090909090909,2016,1,4,22,3,1,0,Friday,January,22,1167.056,701.923,1859.1580000000001,194.32,461.0648571428571,549.1192536863647,0.0,1167.056,385.85435714285705,436.31985824722955,0.0,1167.056,1109.6426733333333,1760.26429241672,0.0,7484.566000000001,1287.9354348,-0.2137223920703034,749,0.3694836834473831,0.9292372181882051,-0.433883739117558,-0.9009688679024191
2016-01-23,1732.3,474.03679999999997,28,2,2,4,433.075,2016,1,5,23,3,1,1,Saturday,January,23,917.63,102.21799999999999,743.0459999999999,7484.566000000001,693.9337142857142,697.2402883008359,0.0,1732.3,456.515357142857,560.9266759746403,0.0,1732.3,917.9004733333333,1293.251496773639,0.0,5148.4472,1288.52713195739,0.8877979141919945,750,0.38541335945432564,0.9227440286201427,-0.9749279121818236,-0.2225209339563146
2016-01-24,31.36,15.68,4,1,1,1,31.36,2016,1,6,24,3,1,1,Sunday,January,24,1732.3,1040.55,174.75,4204.968,549.7637142857143,717.6617440014242,0.0,1732.3,446.2732142857141,567.7350618579201,0.0,1732.3,778.7802066666666,1143.2408744197942,0.0,5148.4472,1286.8553671542552,-0.9818969000750447,751,0.4012289854475009,0.9159777842484877,-0.7818314824680299,0.6234898018587334
2016-01-25,858.712,-65.8542,24,2,2,6,143.11866666666666,2016,1,0,25,4,1,0,Monday,January,25,31.36,0.0,149.444,561.486,672.4368571428571,680.4530690001607,0.0,1732.3,496.93521428571415,570.8472475263015,0.0,1732.3,788.68774,1142.5805450248918,0.0,5148.4472,1286.2867836653386,26.382397959183674,752,0.4169258813287287,0.908940487313808,0.0,1.0
2016-01-26,0.0,0.0,0,0,0,0,0.0,2016,1,1,26,4,1,0,Tuesday,January,26,858.712,0.0,0.0,5148.4472,672.4368571428571,680.4530690001607,0.0,1732.3,496.93521428571415,570.8472475263015,0.0,1732.3,617.0728333333333,800.6504741441986,0.0,3251.34,1284.5808330238726,-1.0,753,0.4324994021339788,0.901634220265486,0.7818314824680298,0.6234898018587336
2016-01-27,0.0,0.0,0,0,0,0,0.0,2016,1,2,27,4,1,0,Wednesday,January,27,0.0,0.0,0.0,79.2,672.4368571428571,680.4530690001607,0.0,1732.3,496.93521428571415,570.8472475263015,0.0,1732.3,614.4328333333334,802.6133367055863,0.0,3251.34,1282.8794014569537,,754,0.44794493940789115,0.8940611451454876,0.9749279121818236,-0.22252093395631434
2016-01-28,39.68,10.3168,2,1,1,1,39.68,2016,1,3,28,4,1,0,Thursday,January,28,0.0,1167.056,405.344,6.36,511.38314285714284,677.2817392900365,0.0,1732.3,470.81635714285704,583.5836367972439,0.0,1732.3,615.5435,801.7654683484851,0.0,3251.34,1281.2349578042329,0.0,755,0.4632579225674917,0.88622350294858,0.43388373911755823,-0.900968867902419
2016-01-29,0.0,0.0,0,0,0,0,0.0,2016,1,4,29,4,1,0,Friday,January,29,39.68,917.63,701.923,3251.34,380.29314285714287,674.3450426666379,0.0,1732.3,420.6789999999999,592.2884817144076,0.0,1732.3,507.1655,635.7484051617603,0.0,2095.83,1279.542441347424,-1.0,756,0.4784338202547012,0.8781236129591848,-0.433883739117558,-0.9009688679024191
2016-01-30,3107.316,-284.2246,41,5,5,10,310.73159999999996,2016,1,5,30,4,1,1,Saturday,January,30,0.0,1732.3,102.21799999999999,1381.344,576.7239999999999,1159.5317280097431,0.0,3107.316,635.3288571428569,921.2044998586593,0.0,3107.316,564.6978999999999,779.4427776789651,0.0,3107.316,1281.953752110818,0.0,757,0.49346814167723735,0.8697638720650646,-0.9749279121818236,-0.2225209339563146
2016-01-31,1601.5539999999999,747.5398,20,4,4,6,266.92566666666664,2016,1,6,31,4,1,1,Sunday,January,31,3107.316,31.36,1040.55,0.0,801.0374285714286,1187.9760103013643,0.0,3107.316,675.4005714285713,951.8781821441903,0.0,3107.316,618.0830333333332,794.1399152892602,0.0,3107.316,1282.374832806324,-0.48458605433113333,758,0.5083564379375122,0.8611467540480452,-0.7818314824680299,0.6234898018587334
2016-02-01,161.97,63.2162,9,2,2,2,80.985,2016,2,0,1,5,1,0,Monday,February,32,1601.5539999999999,858.712,0.0,405.91999999999996,701.5028571428571,1211.2977140250882,0.0,3107.316,686.969857142857,943.9894107918125,0.0,3107.316,609.9513666666667,797.6286010892748,0.0,3107.316,1280.9006159210528,-0.8988669754500941,759,0.5230943033491326,0.8522748088519838,0.0,1.0
2016-02-02,8996.784,2753.7110000000002,24,3,3,5,1799.3568,2016,2,1,2,5,1,0,Tuesday,February,33,161.97,0.0,0.0,2095.83,1986.7577142857142,3305.5477498142172,0.0,8996.784,1329.5972857142856,2392.038259225882,0.0,8996.784,839.9831666666666,1711.9641634301581,0.0,8996.784,1291.039753088042,54.5459899981478,760,0.5376773767406141,0.8431506618282,0.7818314824680298,0.6234898018587336
2016-02-03,866.4,225.264,4,1,1,1,866.4,2016,2,2,3,5,1,0,Wednesday,February,34,8996.784,0.0,0.0,1069.22,2110.5291428571427,3234.208692111628,0.0,8996.784,1391.483,2366.059958230823,0.0,8996.784,833.2225,1711.4280660648315,0.0,8996.784,1290.482483070866,-0.903698921748038,761,0.5521013427459208,0.8337770129585915,0.9749279121818236,-0.22252093395631434
2016-02-04,197.868,31.1968,6,3,3,3,65.956,2016,2,3,4,5,1,0,Thursday,February,35,866.4,39.68,1167.056,255.904,2133.1274285714285,3217.8387385035653,0.0,8996.784,1322.2552857142855,2387.2154853785523,0.0,8996.784,831.2879666666666,1712.135802217051,0.0,8996.784,1289.0504850589778,-0.7716204986149584,762,0.5663619330814524,0.8241566360566663,0.43388373911755823,-0.900968867902419
2016-02-05,2994.476,721.2766,55,2,2,15,199.63173333333333,2016,2,4,5,5,1,0,Friday,February,36,197.868,0.0,917.63,0.0,2560.909714285714,3083.2240114655697,161.97,8996.784,1470.6014285714282,2424.3774690112737,0.0,8996.784,931.1038333333332,1748.8943080252309,0.0,8996.784,1291.282717408377,14.133705298481818,763,0.580454927809098,0.8142923779467267,-0.433883739117558,-0.9009688679024191
2016-02-06,132.224,-18.1808,4,1,1,1,132.224,2016,2,5,6,5,1,1,Saturday,February,37,2994.476,3107.316,1732.3,83.576,2135.896571428572,3198.2579398209195,132.224,8996.784,1356.3102857142856,2448.685250741194,0.0,8996.784,932.7254333333333,1748.1037449573525,0.0,8996.784,1289.7676079738562,-0.9558440274692467,764,0.5943761565849831,0.804187157621448,-0.9749279121818236,-0.2225209339563146
2016-02-07,762.142,74.2225,14,3,3,4,190.5355,2016,2,6,7,5,1,1,Sunday,February,38,132.224,1601.5539999999999,31.36,1859.1580000000001,2015.9805714285717,3237.132059072591,132.224,8996.784,1408.5089999999998,2425.9521486002814,0.0,8996.784,896.1582333333333,1739.5088584936218,0.0,8996.784,1289.078801697128,4.764021660212973,765,0.6081214998935418,0.7938439653781019,-0.7818314824680299,0.6234898018587334
2016-02-08,1369.476,126.8973,7,2,2,2,684.738,2016,2,0,8,6,1,0,Monday,February,39,762.142,161.97,858.712,743.0459999999999,2188.4814285714283,3152.9473235148653,132.224,8996.784,1444.9921428571427,2420.8832195133928,0.0,8996.784,917.0392333333333,1741.366356727915,0.0,8996.784,1289.1836220338985,0.7968777471914683,766,0.6216868902665479,0.7832658619336791,0.0,1.0
